# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1126205	1126618	+	AQQ59604.1			hypothetical protein			XJ32_05325	414	137	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1126850	1128862	+							XJ32_05330	2013		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1126850	1128862	+	AQQ59605.1			chemotaxis protein			XJ32_05330	2013	670	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1129286	1130542	-							XJ32_05335	1257		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1129286	1130542	-	AQQ59606.1			hypothetical protein			XJ32_05335	1257	418	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1130503	1130946	-							XJ32_05340	444		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1130503	1130946	-	AQQ59607.1			hypothetical protein			XJ32_05340	444	147	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1131110	1131946	-							XJ32_05345	837		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1131110	1131946	-	AQQ59608.1			flagellar motor switch protein FliN			XJ32_05345	837	278	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1131939	1133009	-							XJ32_05350	1071		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1131939	1133009	-	AQQ59609.1			flagellar motor switch protein FliM			XJ32_05350	1071	356	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1133002	1133724	-							XJ32_05355	723		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1133002	1133724	-	AQQ59610.1			RNA polymerase sigma 70			XJ32_05355	723	240	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1133751	1134065	-							XJ32_05360	315		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1133751	1134065	-	AQQ59611.1			membrane protein			XJ32_05360	315	104	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1134347	1135096	+							XJ32_05365	750		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1134347	1135096	+	AQQ59612.1			azaleucine resistance protein AzlC			XJ32_05365	750	249	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1135284	1135703	-				transcriptional regulator			XJ32_05370	420		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1135746	1137950	-							XJ32_05375	2205		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1135746	1137950	-	AQQ59613.1			hypothetical protein			XJ32_05375	2205	734	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1137937	1139568	-							XJ32_05380	1632		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1137937	1139568	-	AQQ59614.1			hypothetical protein			XJ32_05380	1632	543	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1140833	1141387	-				hypothetical protein			XJ32_05385	555		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1141726	1142958	+							XJ32_05390	1233		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1141726	1142958	+	AQQ59615.1			membrane protein			XJ32_05390	1233	410	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1143042	1144472	+							XJ32_05395	1431		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1143042	1144472	+	AQQ59616.1			hypothetical protein			XJ32_05395	1431	476	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1144748	1145356	+							XJ32_05400	609		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1144748	1145356	+	AQQ59617.1			hypothetical protein			XJ32_05400	609	202	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1145950	1147494	-							XJ32_05405	1545		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1145950	1147494	-	AQQ59618.1			flagellin B			XJ32_05405	1545	514	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1147805	1148647	+							XJ32_05410	843		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1147805	1148647	+	AQQ59619.1			4-hydroxy-3-methylbut-2-enyl diphosphate reductase			XJ32_05410	843	280	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1149559	1152894	+							XJ32_05415	3336		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1149559	1152894	+	AQQ60676.1			hypothetical protein			XJ32_05415	3336	1111	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1152944	1153165	+							XJ32_05420	222		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1152944	1153165	+	AQQ59620.1			hypothetical protein			XJ32_05420	222	73	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1153165	1153437	+							XJ32_05425	273		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1153165	1153437	+	AQQ59621.1			RelE/StbE family addiction module toxin			XJ32_05425	273	90	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1153483	1153632	+				DNA methyltransferase			XJ32_05430	150		pseudo
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1154243	1155453	+				hypothetical protein			XJ32_05435	1211		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1155521	1155814	-							XJ32_05440	294		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1155521	1155814	-	AQQ59622.1			hypothetical protein			XJ32_05440	294	97	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1155815	1156132	-							XJ32_05445	318		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1155815	1156132	-	AQQ59623.1			ligand-binding protein SH3			XJ32_05445	318	105	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1156388	1157470	-							XJ32_05450	1083		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1156388	1157470	-	AQQ59624.1			cytochrome C biogenesis protein CcsA			XJ32_05450	1083	360	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1157699	1159216	+							XJ32_05455	1518		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1157699	1159216	+	AQQ59625.1			ABC transporter ATP-binding protein			XJ32_05455	1518	505	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1159234	1160484	+							XJ32_05460	1251		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1159234	1160484	+	AQQ59626.1			MFP transporter			XJ32_05460	1251	416	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1160865	1162667	-							XJ32_05465	1803		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1160865	1162667	-	AQQ59627.1			hypothetical protein			XJ32_05465	1803	600	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1162906	1163880	+							XJ32_05470	975		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1162906	1163880	+	AQQ59628.1			hypothetical protein			XJ32_05470	975	324	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1163899	1164579	+							XJ32_05475	681		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1163899	1164579	+	AQQ59629.1			hypothetical protein			XJ32_05475	681	226	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1164737	1165165	+							XJ32_05480	429		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1164737	1165165	+	AQQ59630.1			preprotein translocase, SecG subunit			XJ32_05480	429	142	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1165165	1165722	+					frr		XJ32_05485	558		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1165165	1165722	+	AQQ59631.1			ribosome recycling factor	frr		XJ32_05485	558	185	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1165727	1166350	+							XJ32_05490	624		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1165727	1166350	+	AQQ59632.1			orotate phosphoribosyltransferase			XJ32_05490	624	207	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1166450	1168171	+							XJ32_05495	1722		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1166450	1168171	+	AQQ59633.1			hypothetical protein			XJ32_05495	1722	573	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1168275	1169975	+							XJ32_05500	1701		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1168275	1169975	+	AQQ59634.1			hypothetical protein			XJ32_05500	1701	566	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1170071	1170601	+							XJ32_05505	531		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1170071	1170601	+	AQQ59635.1			hypothetical protein			XJ32_05505	531	176	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1170916	1171602	+							XJ32_05510	687		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1170916	1171602	+	AQQ59636.1			hypothetical protein			XJ32_05510	687	228	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1171733	1172791	+							XJ32_05515	1059		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1171733	1172791	+	AQQ59637.1			alpha/beta hydrolase			XJ32_05515	1059	352	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1173151	1174842	-							XJ32_05520	1692		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1173151	1174842	-	AQQ59638.1			excinuclease ABC subunit C			XJ32_05520	1692	563	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1175355	1176494	+							XJ32_05525	1140		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1175355	1176494	+	AQQ59639.1			ABC transporter permease			XJ32_05525	1140	379	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1176506	1177273	-				hypothetical protein			XJ32_05530	768		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1177944	1178993	-							XJ32_05535	1050		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1177944	1178993	-	AQQ60677.1			hypothetical protein			XJ32_05535	1050	349	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1179752	1180924	-							XJ32_05540	1173		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1179752	1180924	-	AQQ59640.1			hypothetical protein			XJ32_05540	1173	390	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1181026	1182372	-							XJ32_05545	1347		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1181026	1182372	-	AQQ59641.1			hypothetical protein			XJ32_05545	1347	448	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1182369	1183607	-							XJ32_05550	1239		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1182369	1183607	-	AQQ59642.1			neuraminidase			XJ32_05550	1239	412	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1184282	1185721	+					aspA		XJ32_05555	1440		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1184282	1185721	+	AQQ59643.1			aspartate ammonia-lyase	aspA		XJ32_05555	1440	479	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1186150	1187904	+							XJ32_05560	1755		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1186150	1187904	+	AQQ59644.1			C4-dicarboxylate ABC transporter			XJ32_05560	1755	584	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1188061	1188630	+							XJ32_05565	570		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1188061	1188630	+	AQQ59645.1			DNA helicase			XJ32_05565	570	189	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1188781	1190862	+							XJ32_05570	2082		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1188781	1190862	+	AQQ59646.1			hypothetical protein			XJ32_05570	2082	693	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1190955	1193258	+							XJ32_05575	2304		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1190955	1193258	+	AQQ59647.1			hypothetical protein			XJ32_05575	2304	767	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1193384	1194112	+							XJ32_05580	729		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1193384	1194112	+	AQQ59648.1			carbonic anhydrase			XJ32_05580	729	242	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1194550	1195275	-							XJ32_05585	726		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1194550	1195275	-	AQQ59649.1			hypothetical protein			XJ32_05585	726	241	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1195502	1196170	-							XJ32_05590	669		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1195502	1196170	-	AQQ59650.1			hypothetical protein			XJ32_05590	669	222	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1196196	1197383	-							XJ32_05595	1188		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1196196	1197383	-	AQQ59651.1			sulfate adenylyltransferase			XJ32_05595	1188	395	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1197361	1198236	-							XJ32_05600	876		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1197361	1198236	-	AQQ59652.1			chemotaxis protein CheY			XJ32_05600	876	291	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1198381	1199838	-							XJ32_05605	1458		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1198381	1199838	-	AQQ59653.1			2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase			XJ32_05605	1458	485	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1200104	1201465	+							XJ32_05610	1362		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1200104	1201465	+	AQQ59654.1			phosphomethylpyrimidine synthase			XJ32_05610	1362	453	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1201551	1202138	+							XJ32_05615	588		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1201551	1202138	+	AQQ59655.1			hypothetical protein			XJ32_05615	588	195	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1202441	1203811	-							XJ32_05620	1371		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1202441	1203811	-	AQQ59656.1			membrane protein			XJ32_05620	1371	456	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1204548	1204874	-							XJ32_05625	327		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1204548	1204874	-	AQQ59657.1			hypothetical protein			XJ32_05625	327	108	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1204858	1205769	-							XJ32_05630	912		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1204858	1205769	-	AQQ59658.1			hypothetical protein			XJ32_05630	912	303	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1205779	1206228	-				hypothetical protein			XJ32_05635	450		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1207352	1209172	-					flgK		XJ32_05640	1821		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1207352	1209172	-	AQQ59659.1			flagellar hook protein FlgK	flgK		XJ32_05640	1821	606	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1209183	1209623	-							XJ32_05645	441		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1209183	1209623	-	AQQ59660.1			hypothetical protein			XJ32_05645	441	146	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1209822	1210070	-							XJ32_05650	249		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1209822	1210070	-	AQQ59661.1			hypothetical protein			XJ32_05650	249	82	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1210652	1211878	+							XJ32_05655	1227		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1210652	1211878	+	AQQ60678.1			hypothetical protein			XJ32_05655	1227	408	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1211930	1212517	+							XJ32_05660	588		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1211930	1212517	+	AQQ60679.1			NUDIX hydrolase			XJ32_05660	588	195	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1212993	1213406	-							XJ32_05665	414		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1212993	1213406	-	AQQ59662.1			flagellar assembly protein FliW			XJ32_05665	414	137	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1213629	1214261	+							XJ32_05670	633		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1213629	1214261	+	AQQ60680.1			competence protein ComL			XJ32_05670	633	210	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1214289	1216799	+							XJ32_05675	2511		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1214289	1216799	+	AQQ59663.1			Lon protease			XJ32_05675	2511	836	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1217017	1219032	-							XJ32_05680	2016		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1217017	1219032	-	AQQ59664.1			hypothetical protein			XJ32_05680	2016	671	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1219239	1221020	+							XJ32_05685	1782		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1219239	1221020	+	AQQ59665.1			hydrogenase (NiFe) small subunit			XJ32_05685	1782	593	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1221882	1222184	+							XJ32_05690	303		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1221882	1222184	+	AQQ60681.1			aldo/keto reductase			XJ32_05690	303	100	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	1222235	1222654	+							XJ32_05695	420		
